instance family sat vbs lad supplementallad vf2 glasgow1 glasgow2 glasgow3 glasgow4
g23-g56 11 0 000 000 001 3 3 8 23 104
g23-g57 11 0 0 000 000 0 2 3 7 30
g23-g61 11 0 000 000 001 1 1 3 8 26
g23-g62 11 0 000 001 000 2 3 9 22 100
g23-g63 11 0 001 001 001 1e8 4 18 74 333
g23-g64 11 0 304075 1e8 304075 1e8 33167596 37535214 49241340 62483532
g23-g65 11 0 000 001 000 8 4 10 47 184
g23-g67 11 0 000 000 001 2 4 6 14 53
g23-g68 11 0 002 002 004 1e8 4 23 196 4174
g23-g69 11 0 000 000 002 3 3 8 18 50
g23-g70 11 0 000 000 001 2 7 11 20 66
g23-g71 11 0 000 000 001 4 4 8 18 56
g23-g72 11 0 000 000 000 1 4 13 20 39
g23-g74 11 0 000 000 002 4 4 16 33 314
g23-g75 11 0 009 269 009 19 19 93 601 32777
g23-g76 11 0 048 1360 048 130 98 253 16550 2740453
g23-g77 11 0 177 1702 177 427 207 591 111901 41073568
g23-g78 11 0 001 001 002 9 8 17 57 304
g23-g79 11 0 000 002 000 11 6 15 32 100
g23-g80 11 0 000 000 001 7 17 27 44 123
g23-g81 11 0 003 005 003 27 12 33 158 670
g23-g83 11 0 002 002 004 28 11 28 75 307
g23-g84 11 0 077 3315 077 195 194 363 23348 2764995
g23-g85 11 0 002 002 002 15 11 23 37 64
g23-g87 11 0 002 002 003 23 16 52 128 411
g23-g88 11 0 001 001 002 15 29 53 132 452
g23-g89 11 0 001 001 002 9 19 25 42 84
g23-g90 11 0 003 003 007 17 19 46 101 299
g23-g91 11 0 002 003 002 21 21 53 118 357
g23-g92 11 0 003 003 004 27 24 58 126 331
g23-g94 11 0 003 003 007 32 47 73 140 333
g23-g95 11 0 002 002 002 45 48 125 205 301
g23-g96 11 0 003 003 004 47 48 126 207 309
g23-g97 11 0 002 002 005 48 69 126 207 307
g23-g98 11 0 002 002 004 78 49 129 217 343
g23-g99 11 0 001 001 003 80 49 129 217 343
g24-g100 11 0 001 001 003 25 36 77 117 159
g24-g101 11 0 010 81792 010 362854 548 117 214 460
g24-g102 11 0 015 98635 015 6668935 830 116 253 925
g24-g103 11 0 024 148470 024 1e8 2037 166 449 2717
g24-g104 11 1 135 1045 778 264 135 371 659 1225
g24-g105 11 1 166 873 825 3801 166 375 666 1235
g24-g106 11 1 186 3353 2734 459 186 434 844 2345
g24-g107 11 1 392 1950 1547 1e8 392 692 1241 2846
g24-g108 11 1 296 1978 1837 13724 296 802 1444 2819
g24-g109 11 0 030 604131 030 1246250 2750 549 983 1920
g24-g110 11 0 087 12305 087 1e8 819 776 2430 20743
g24-g111 11 1 678 2981 2725 733 678 1115 2034 4329
g24-g112 11 0 394 1057 1277 1e8 394 910 1836 4662
g24-g51 11 1 8 017 012 81 11 8 14 87
g24-g52 11 0 000 002 000 1087816 1 3 7 15
g24-g53 11 1 1 029 033 3 1 6 11 32
g24-g54 11 0 002 025 002 35950582 3 8 20 49
g24-g55 11 0 002 027 002 1595480 2 6 12 43
g24-g56 11 0 000 025 000 81885507 3 9 21 55
g24-g57 11 0 0 000 000 0 1 3 5 6
g24-g61 11 0 002 036 002 5045 6 7 11 19
g24-g62 11 0 001 019 001 1e8 2 7 19 84
g24-g63 11 1 2 177 095 2 4 13 61 323
g24-g64 11 1 821 1e8 4225 52952658 821 983 1e8 1e8
g24-g65 11 0 002 26637 002 44198562 84 12 49 193
g24-g67 11 0 002 1657 002 36286 22 8 16 38
g24-g68 11 1 4 168 134 43 4 22 184 4145
g24-g69 11 0 002 023 002 46505 5 13 22 60
g24-g70 11 0 001 002 001 81 5 13 21 33
g24-g71 11 0 006 023 006 206236 6 10 22 60
g24-g72 11 0 001 003 001 1397288 6 11 18 32
g24-g74 11 0 002 096 002 1e8 1e8 15 30 447
g24-g75 11 0 015 144 015 1e8 29 48 549 32721
g24-g76 11 0 079 5363 079 1e8 1e8 278 16484 2735625
g24-g77 11 0 238 7993 238 1e8 53597 900 111634 41073319
g24-g78 11 0 004 201 004 1e8 16 21 58 288
g24-g79 11 0 003 033 003 1522442 6 17 34 92
g24-g80 11 0 000 000 001 7 10 26 41 68
g24-g81 11 0 007 204615 007 1e8 391 39 166 663
g24-g83 11 0 008 9939 008 15773313 328 35 82 309
g24-g84 11 0 120 32544 120 1e8 20562 479 23277 2760336
g24-g85 11 0 002 002 002 13 10 24 37 55
g24-g87 11 0 003 167 003 85104050 21 59 134 407
g24-g88 11 0 006 257 006 1e8 31 63 141 427
g24-g89 11 0 001 001 002 12 19 27 45 75
g24-g90 11 0 011 41799 011 788528 199 56 113 375
g24-g91 11 0 016 023 016 1e8 21 51 120 375
g24-g92 11 0 24 092 025 1e8 24 61 128 323
g24-g94 11 0 010 695 010 901290 48 83 154 344
g24-g95 11 0 010 024 010 1e8 52 128 208 296
g24-g96 11 1 49 112 088 5721 49 130 211 305
g24-g97 11 1 084 121 084 1e8 85 131 212 418
g24-g98 11 1 53 195 193 624796 53 136 227 352
g24-g99 11 1 66 200 211 406772 66 141 227 421
g25-g100 11 0 004 004 006 1e8 48 126 203 284
g25-g101 11 0 004 004 007 1e8 69 101 182 590
g25-g102 11 0 011 011 012 1e8 42 102 234 824
g25-g103 11 0 011 011 015 1e8 45 140 437 2361
g25-g104 11 0 020 094 020 1e8 127 349 627 1179
g25-g105 11 0 020 103 020 1e8 129 353 1026 1199
g25-g106 11 0 185 421 187 1e8 185 414 816 2310
g25-g107 11 0 125 271 125 1e8 374 661 1199 2355
g25-g108 11 0 142 206 142 1e8 287 771 1397 2753
g25-g109 11 0 019 019 019 1e8 220 503 898 1852
g25-g110 11 0 080 14387 080 1e8 335 770 2442 20606
g25-g111 11 0 209 331 209 1e8 405 1079 1974 4321
g25-g112 11 0 045 110 045 1e8 388 890 1810 4943
g25-g51 11 0 004 007 004 1e8 260 380 276 564
g25-g52 11 0 000 000 000 30514390 1 2 6 24
g25-g53 11 0 000 000 000 1e8 1 2 8 45
g25-g54 11 0 000 007 000 1e8 1 6 18 49
g25-g55 11 0 000 000 000 1e8 1 3 10 43
g25-g56 11 0 001 012 001 1e8 1 7 20 56
g25-g57 11 0 000 000 000 450712 2 3 9 14
g25-g61 11 0 000 000 000 63780035 2 3 6 16
g25-g62 11 0 001 001 001 1e8 1 6 18 85
g25-g63 11 0 7 145 012 1e8 7 16 58 341
g25-g64 11 0 17562 1e8 319381 1e8 17562 21624 27991 84850
g25-g65 11 0 000 000 001 1e8 4 10 47 199
g25-g67 11 0 001 002 001 1e8 3 9 15 48
g25-g68 11 0 33 1e8 035 1e8 33 55 234 4205
g25-g69 11 0 000 000 001 1e8 4 7 16 58
g25-g70 11 0 000 000 000 98050655 3 10 17 29
g25-g71 11 0 000 000 001 1e8 2 7 17 43
g25-g72 11 0 000 001 000 1e8 6 11 19 29
g25-g74 11 0 001 017 001 1e8 6 12 29 320
g25-g75 11 0 010 210 010 1e8 16 55 573 32781
g25-g76 11 0 051 910 051 1e8 98 180 16440 2736063
g25-g77 11 0 159 1e8 186 1e8 159 554 112564 41081712
g25-g78 11 0 001 001 003 1e8 4 16 54 284
g25-g79 11 0 001 001 001 1e8 9 14 31 130
g25-g80 11 0 000 000 000 94898765 10 25 40 58
g25-g81 11 0 005 005 005 1e8 10 33 159 751
g25-g83 11 0 002 002 003 1e8 17 28 75 336
g25-g84 11 0 081 1e8 081 1e8 116 295 23389 2758242
g25-g85 11 0 000 000 002 1e8 10 22 35 54
g25-g87 11 0 001 023 001 1e8 21 50 123 422
g25-g88 11 0 002 021 002 1e8 15 51 129 413
g25-g89 11 0 001 001 002 1e8 11 24 40 67
g25-g90 11 0 002 005 002 1e8 18 44 97 291
g25-g91 11 0 009 020 009 1e8 31 80 114 338
g25-g92 11 0 005 005 006 1e8 38 56 202 356
g25-g94 11 0 005 005 006 1e8 30 71 138 323
g25-g95 11 0 003 003 003 1e8 46 122 200 309
g25-g96 11 0 002 002 002 1e8 46 123 203 294
g25-g97 11 0 001 001 002 1e8 81 126 203 465
g25-g98 11 0 003 003 007 1e8 47 126 213 329
g25-g99 11 0 002 006 002 1e8 48 126 226 334
g26-g100 11 0 004 004 005 32 51 76 117 167
g26-g101 11 0 008 011 008 51 69 99 185 454
g26-g102 11 0 005 005 011 59 44 104 236 833
g26-g103 11 0 011 011 016 259 50 123 448 2444
g26-g104 11 0 006 006 015 488069 132 355 2259 3970
g26-g105 11 0 010 010 013 483086 134 361 2286 4270
g26-g106 11 0 018 018 030 3498755 184 698 2508 6332
g26-g107 11 0 015 015 025 1347727 253 717 1732 3402
g26-g108 11 0 020 021 020 1810352 295 781 2013 3921
g26-g109 11 0 018 018 023 256 356 505 902 2076
g26-g110 11 0 044 354 044 24319242 279 1305 3766 23873
g26-g111 11 0 029 029 032 4002325 413 1091 3674 7179
g26-g112 11 0 039 112 039 1e8 394 1489 6405 26992
g26-g51 11 0 0 003 004 1e8 0 4 33 123
g26-g52 11 0 000 000 000 19242 1 6 6 21
g26-g53 11 0 000 000 000 50731 1 4 14 42
g26-g54 11 0 000 000 001 21298 2 9 25 75
g26-g55 11 0 000 000 000 1271 2 4 15 63
g26-g56 11 0 000 001 000 41445 2 9 27 81
g26-g57 11 0 000 000 000 1 1 2 5 12
g26-g61 11 0 000 001 000 1 2 6 8 25
g26-g62 11 0 000 000 002 5667163 3 18 45 220
g26-g63 11 0 002 003 002 1e8 5 15 61 363
g26-g64 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g26-g65 11 0 000 000 003 6364 3 11 50 195
g26-g67 11 0 000 000 002 3 5 10 22 38
g26-g68 11 0 002 002 008 1e8 7 30 219 4239
g26-g69 11 0 000 000 000 2134 5 7 18 46
g26-g70 11 0 000 001 000 11 7 6 11 25
g26-g71 11 0 000 000 001 6130 5 8 18 71
g26-g72 11 0 000 000 000 2588 4 9 12 39
g26-g74 11 0 001 007 001 26389255 4 31 54 364
g26-g75 11 0 006 268 006 1e8 24 95 603 32857
g26-g76 11 0 052 1167 052 1e8 192 232 16528 2736707
g26-g77 11 0 184 9846 184 1e8 232 581 111767 41249764
g26-g78 11 0 003 004 003 257078 5 34 101 394
g26-g79 11 0 001 001 002 14 10 26 79 196
g26-g80 11 0 000 000 002 5 18 16 28 69
g26-g81 11 0 004 004 006 6655 18 35 166 693
g26-g83 11 0 003 003 006 56 11 28 74 303
g26-g84 11 0 122 51963 122 1e8 213 346 23362 2764698
g26-g85 11 0 001 001 002 12 11 23 37 66
g26-g87 11 0 003 003 004 60045 17 56 140 455
g26-g88 11 0 001 005 001 86688 17 58 271 743
g26-g89 11 0 001 001 002 12 19 25 42 80
g26-g90 11 0 004 004 004 22 20 45 100 426
g26-g91 11 0 003 003 003 1e8 35 85 549 1332
g26-g92 11 0 005 006 005 1e8 25 100 496 967
g26-g94 11 0 005 006 005 41 32 72 140 328
g26-g95 11 0 003 004 003 1298 54 74 115 186
g26-g96 11 0 002 002 005 1826 49 76 118 174
g26-g97 11 0 002 002 006 1486 49 75 117 173
g26-g98 11 0 002 002 004 8531 50 76 123 198
g26-g99 11 0 004 004 004 8651 63 77 124 201
g27-g100 11 0 001 001 004 26 36 76 118 195
g27-g101 11 0 005 005 010 59 44 99 192 479
g27-g102 11 0 006 006 021 48 44 104 238 867
g27-g103 11 0 008 008 018 57 45 118 431 2390
g27-g104 11 0 009 009 017 206 95 217 370 777
g27-g105 11 0 011 011 013 209 96 211 369 802
g27-g106 11 0 022 022 022 461 290 502 808 2340
g27-g107 11 0 014 014 025 410 182 411 809 2297
g27-g108 11 0 020 020 025 492 213 466 823 1849
g27-g109 11 0 020 020 023 216 225 508 905 1904
g27-g110 11 0 030 030 051 588 272 710 2374 20575
g27-g111 11 0 030 034 030 729 334 649 1162 2811
g27-g112 11 0 023 023 049 552 678 1471 3940 8144
g27-g51 11 0 0 000 000 1e8 0 3 11 94
g27-g52 11 0 0 000 000 1 0 2 6 42
g27-g53 11 0 0 000 001 1 0 2 10 62
g27-g54 11 0 000 000 001 1 2 4 13 72
g27-g55 11 0 000 000 001 1 1 4 13 78
g27-g56 11 0 000 000 000 2 2 6 15 86
g27-g57 11 0 0 000 000 0 1 2 6 44
g27-g61 11 0 000 000 000 2 1 7 15 52
g27-g62 11 0 000 001 000 2 6 26 25 123
g27-g63 11 0 001 001 002 4 4 12 47 481
g27-g64 11 0 3874 107715 42589 1e8 3874 4274 6535 58474
g27-g65 11 0 001 001 001 3 3 10 47 207
g27-g67 11 0 000 000 001 3 4 7 15 75
g27-g68 11 0 002 002 006 4 5 19 180 4150
g27-g69 11 0 000 000 000 3 5 13 19 79
g27-g70 11 0 000 000 001 3 4 7 13 52
g27-g71 11 0 001 001 001 3 5 9 26 77
g27-g72 11 0 000 000 000 3 4 8 13 54
g27-g74 11 0 000 000 000 6 8 54 39 349
g27-g75 11 0 006 298 006 15 16 139 660 33925
g27-g76 11 0 049 1616 049 122 110 348 16652 2732927
g27-g77 11 0 205 2334 205 416 244 646 111901 41076388
g27-g78 11 0 000 000 002 5 8 16 56 370
g27-g79 11 0 000 000 002 6 6 16 35 120
g27-g80 11 0 000 001 000 7 7 16 26 71
g27-g81 11 0 002 002 006 20 18 33 159 763
g27-g83 11 0 001 001 004 10 12 28 75 339
g27-g84 11 0 081 4286 081 186 224 450 23479 2758408
g27-g85 11 0 000 000 003 10 11 23 39 88
g27-g87 11 0 002 002 003 12 13 37 79 310
g27-g88 11 0 002 002 004 20 19 30 78 336
g27-g89 11 0 000 000 004 10 11 25 44 101
g27-g90 11 0 003 003 004 17 20 46 113 323
g27-g91 11 0 002 002 003 21 48 84 197 523
g27-g92 11 0 002 002 002 28 33 98 212 509
g27-g94 11 0 003 003 007 31 51 73 141 366
g27-g95 11 0 004 004 006 45 36 105 130 198
g27-g96 11 0 002 002 002 48 35 75 119 203
g27-g97 11 0 001 001 007 48 46 75 119 246
g27-g98 11 0 002 002 003 55 36 77 126 384
g27-g99 11 0 003 003 004 55 59 77 125 235
g28-g100 11 0 003 004 003 1e8 37 76 116 157
g28-g101 11 0 009 009 010 1e8 44 100 188 441
g28-g102 11 0 015 017 015 1e8 45 110 244 849
g28-g103 11 0 202 1e8 187132 1e8 2411 202 485 2459
g28-g104 11 0 187199 6275508 187199 1e8 1e8 1e8 1e8 1e8
g28-g105 11 0 145775 9149081 145775 1e8 1e8 1e8 1e8 1e8
g28-g106 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g28-g107 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g28-g108 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g28-g109 11 0 027 027 027 1e8 226 510 916 1932
g28-g110 11 1 288 13108 15627 1e8 288 805 2550 21100
g28-g111 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g28-g112 11 0 713 1611 2581 1e8 713 4005 7673 15661
g28-g51 11 1 356480 1e8 356480 1e8 1e8 1e8 1e8 1e8
g28-g52 11 1 8 023 019 1e8 13430 8 17 35
g28-g53 11 0 600 51406 956 1e8 1e8 768 600 875
g28-g54 11 1 2 039 041 1e8 2 12 29 80
g28-g55 11 0 423 423 455 1e8 1e8 1137 1189 1398
g28-g56 11 1 4 043 040 1e8 4 13 30 88
g28-g57 11 0 000 000 000 1e8 1 2 3 7
g28-g61 11 0 001 001 001 1e8 3 3 7 16
g28-g62 11 1 6 034 041 1e8 6 27 67 177
g28-g63 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g28-g64 11 1 7 361 378 36209 7 40 904 51102
g28-g65 11 0 656 9898 12909 1e8 1e8 2810 656 930
g28-g67 11 0 001 001 001 1e8 4 6 13 37
g28-g68 11 1 5 385 335 1e8 5 26 193 4176
g28-g69 11 0 4 011 005 1e8 4 9 20 53
g28-g70 11 0 000 003 000 1e8 13 10 11 17
g28-g71 11 0 3 014 012 1e8 3 10 23 54
g28-g72 11 0 000 001 000 1e8 5 7 11 28
g28-g74 11 1 8 164 105 1e8 8 18 36 333
g28-g75 11 1 15 262 214 2557 15 55 568 33087
g28-g76 11 1 18 781 725 26 18 180 16471 2737930
g28-g77 11 1 16 1941 1854 91 16 552 112157 41073550
g28-g78 11 1 22 284 487 1e8 22 46 121 442
g28-g79 11 0 1575 116934 2966 1e8 1e8 1575 1824 2171
g28-g80 11 0 000 000 001 1e8 12 15 23 53
g28-g81 11 0 175 76156 111165 1e8 64054068 175 241 802
g28-g83 11 0 017 017 020 1e8 21 40 100 393
g28-g84 11 1 21 1487 1551 43 21 417 23307 2765442
g28-g85 11 0 001 001 002 1e8 11 23 37 52
g28-g87 11 1 19 414 328 19 715924 89 173 539
g28-g88 11 1 195 504 379 1e8 1e8 1e8 195 594
g28-g89 11 0 000 003 000 1e8 12 25 41 66
g28-g90 11 0 005 010 005 1e8 20 82 170 311
g28-g91 11 0 50 096 184 1e8 50 301 662 1657
g28-g92 11 0 44 120 136 1e8 44 353 627 1465
g28-g94 11 0 012 014 012 1e8 66 147 267 891
g28-g95 11 0 007 013 007 1e8 74 226 468 684
g28-g96 11 0 021 021 024 1e8 98 382 661 1645
g28-g97 11 0 015 015 015 1e8 62 380 567 833
g28-g98 11 0 049 074 049 1e8 66 404 795 1102
g28-g99 11 0 047 047 074 1e8 112 404 795 1013
g29-g100 11 0 004 004 004 26 36 77 123 268
g29-g101 11 0 002 002 009 57 43 99 191 555
g29-g102 11 0 008 008 009 48 43 105 250 958
g29-g103 11 0 006 006 015 58 64 122 443 2459
g29-g104 11 0 009 009 016 206 154 213 375 907
g29-g105 11 0 010 010 020 250 98 213 375 884
g29-g106 11 0 022 022 036 482 182 412 811 2433
g29-g107 11 0 014 014 018 410 285 401 712 1685
g29-g108 11 0 013 013 034 489 211 468 829 1951
g29-g109 11 0 023 024 023 215 223 505 907 1993
g29-g110 11 0 042 304 042 594 796 808 2483 20841
g29-g111 11 0 022 022 039 993 295 656 1174 2937
g29-g112 11 0 032 032 033 548 644 906 1830 5016
g29-g51 11 0 000 000 000 1276361 1 3 13 153
g29-g52 11 0 000 000 001 1 1 3 11 108
g29-g53 11 0 000 001 000 1 1 4 14 185
g29-g54 11 0 000 000 000 2 1 5 18 146
g29-g55 11 0 000 000 000 2 1 5 17 138
g29-g56 11 0 000 000 000 1 2 7 19 211
g29-g57 11 0 000 000 001 1 2 6 15 115
g29-g61 11 0 001 001 001 1 2 5 14 178
g29-g62 11 0 000 000 001 2 2 8 24 191
g29-g63 11 0 001 001 002 294 5 13 52 417
g29-g64 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g29-g65 11 0 000 000 001 5 2 17 52 278
g29-g67 11 0 000 000 001 3 4 7 19 138
g29-g68 11 0 007 007 007 1e8 18 124 414 4659
g29-g69 11 0 000 000 001 5 5 9 23 145
g29-g70 11 0 000 000 000 3 5 8 17 155
g29-g71 11 0 000 000 002 4 5 9 24 157
g29-g72 11 0 001 002 001 3 6 8 18 133
g29-g74 11 0 001 001 001 3 4 14 37 433
g29-g75 11 0 011 679 011 16 44 413 621 32918
g29-g76 11 0 088 2746 088 121 256 538 16585 2731127
g29-g77 11 0 181 3953 181 417 497 750 112085 41088905
g29-g78 11 0 000 000 002 6 5 17 59 397
g29-g79 11 0 000 000 002 8 10 16 38 200
g29-g80 11 0 000 000 003 8 11 17 31 162
g29-g81 11 0 004 007 004 20 10 54 235 766
g29-g83 11 0 004 004 007 12 10 28 78 397
g29-g84 11 0 133 7383 133 184 276 634 23654 2760479
g29-g85 11 0 000 000 000 16 18 24 42 163
g29-g87 11 0 003 004 003 14 18 30 77 543
g29-g88 11 0 002 004 002 20 11 31 82 399
g29-g89 11 0 001 002 001 10 19 26 48 270
g29-g90 11 0 006 006 007 17 33 46 106 428
g29-g91 11 0 003 003 005 20 20 49 118 433
g29-g92 11 0 003 003 006 26 24 57 126 498
g29-g94 11 0 000 000 006 47 31 73 145 429
g29-g95 11 0 004 004 004 46 35 76 122 270
g29-g96 11 0 000 005 000 48 58 77 125 450
g29-g97 11 0 002 002 003 49 35 76 123 276
g29-g98 11 0 005 005 006 56 59 80 131 484
g29-g99 11 0 003 003 009 55 37 78 130 320
g3-g100 11 0 005 005 005 24 34 73 113 163
g3-g101 11 0 115 108000 154683 450 1772 115 187 446
g3-g102 11 0 123 111115 150016 880 5409 123 242 844
g3-g103 11 0 141 113266 151352 2562 27154 141 434 2340
g3-g104 11 1 211 280 377 211 574 1330 2474 4236
g3-g105 11 1 339 465 669 1266 339 1342 2622 4255
g3-g106 11 1 861 1176 2167 5965 861 2037 3985 8560
g3-g107 11 1 443 699 856 4040 443 2216 4121 7178
g3-g108 11 1 589 1020 1391 3187 589 1972 3657 6532
g3-g109 11 0 577 1288102 1692407 10076 7723 577 921 1879
g3-g110 11 0 1266 1630490 2150541 1e8 179654 1266 3507 23191
g3-g111 11 1 818 1129 1787 7145 818 3172 5943 10940
g3-g112 11 0 2985 1901535 2788600 3296289 2985 4883 7828 15321
g3-g51 11 1 0 002 003 1 0 4 15 58
g3-g52 11 0 4 028 020 3960 8 4 13 20
g3-g53 11 0 305 554 780 359241 523 305 325 415
g3-g54 11 0 6 161 247 207053 122 6 17 45
g3-g55 11 0 6 390 535 5066 91 6 17 57
g3-g56 11 0 7 308 214 425850 114 7 18 52
g3-g57 11 0 0 000 000 0 0 1 2 3
g3-g61 11 0 19 745 941 3722 71 19 24 60
g3-g62 11 0 17 150 252 521757 43 17 60 118
g3-g63 11 1 3 039 030 107 3 9 43 309
g3-g64 11 1 4 053 063 6 4 33 890 51066
g3-g65 11 0 60 2282 3422 55412 1079 60 84 219
g3-g67 11 0 11 1227 1769 38 110 11 21 50
g3-g68 11 1 4 036 045 6 4 27 188 4128
g3-g69 11 0 41 2194 2827 16017 74 41 55 93
g3-g70 11 0 010 012 010 21 19 24 37 67
g3-g71 11 0 42 2211 2903 23478 70 42 57 89
g3-g72 11 1 000 000 001 38 5 10 17 25
g3-g74 11 0 19 053 089 21725548 805 19 41 340
g3-g75 11 0 70 943 1291 1e8 201890 70 799 33116
g3-g76 11 0 176 3837 5258 1e8 23834375 176 16469 2736991
g3-g77 11 0 582 6584 9188 1e8 1e8 582 111920 41032176
g3-g78 11 0 40 2990 3870 6284825 1482 40 113 399
g3-g79 11 0 25 1819 2476 1882 109 25 54 135
g3-g80 11 0 000 000 001 5 14 24 22 30
g3-g81 11 0 138 16933 27307 12401 4372 138 202 713
g3-g83 11 0 54 11815 16286 60121 2585 54 80 300
g3-g84 11 0 309 23130 30500 1e8 53899163 309 23301 2759592
g3-g85 11 0 32 133 182 32 32 54 37 61
g3-g87 11 0 72 8159 11724 366099 753 72 170 526
g3-g88 11 0 75 10013 13091 944207 1110 75 178 519
g3-g89 11 0 28 13793 19266 56 80 28 42 67
g3-g90 11 0 59 39330 53429 3287 997 59 104 432
g3-g91 11 0 133 24662 38642 752836 133 184 446 912
g3-g92 11 0 167 33699 63309 326855 167 375 761 1627
g3-g94 11 0 188 86215 112584 4310 791 188 346 717
g3-g95 11 0 88 174 232 2383 88 330 557 673
g3-g96 11 0 139 634 886 2803 139 438 482 1042
g3-g97 11 0 181 377 513 5712 181 397 580 815
g3-g98 11 0 221 4016 5602 16979 221 450 705 1027
g3-g99 11 1 080 080 128 1906 85 452 671 934
g30-g100 11 0 005 006 005 26 60 78 210 444
g30-g101 11 0 003 003 004 42 43 100 193 560
g30-g102 11 0 006 006 009 49 43 104 242 946
g30-g103 11 0 005 005 017 56 51 118 434 2468
g30-g104 11 0 014 017 014 216 95 210 374 867
g30-g105 11 0 015 015 018 208 95 212 373 860
g30-g106 11 0 014 014 022 476 181 414 812 2436
g30-g107 11 0 012 012 017 410 182 561 721 1941
g30-g108 11 0 018 018 026 493 215 484 901 1956
g30-g109 11 0 020 021 020 229 223 508 912 1995
g30-g110 11 0 043 043 064 594 482 801 2464 20782
g30-g111 11 0 029 029 043 743 294 649 1167 2917
g30-g112 11 0 041 041 046 545 600 893 1809 5180
g30-g51 11 0 000 000 000 529 1 3 14 150
g30-g52 11 0 0 000 000 1 0 3 11 106
g30-g53 11 0 000 000 001 1 1 5 19 189
g30-g54 11 0 000 000 000 1 2 7 18 151
g30-g55 11 0 000 000 000 2 2 5 17 138
g30-g56 11 0 000 000 000 1 2 5 18 152
g30-g57 11 0 000 000 000 1 1 3 10 114
g30-g61 11 0 000 000 001 2 2 6 20 182
g30-g62 11 0 000 000 001 2 3 12 25 190
g30-g63 11 0 001 002 001 103 3 13 53 415
g30-g64 11 0 012 012 024 35389598 35 507 1390 52267
g30-g65 11 0 002 002 003 5 3 11 51 276
g30-g67 11 0 000 000 001 3 4 7 20 135
g30-g68 11 0 006 006 011 1628046 16 117 399 4558
g30-g69 11 0 000 002 000 4 5 9 35 150
g30-g70 11 0 000 000 000 3 5 13 17 151
g30-g71 11 0 001 002 001 4 3 9 24 145
g30-g72 11 0 001 001 001 2 3 8 18 132
g30-g74 11 0 001 001 001 3 7 14 37 569
g30-g75 11 0 006 009 006 16 27 477 606 33005
g30-g76 11 0 35 038 082 196 35 506 16603 2746037
g30-g77 11 0 24 083 178 694 24 736 112319 41022913
g30-g78 11 0 001 001 001 5 8 17 84 405
g30-g79 11 0 000 001 000 7 10 16 38 274
g30-g80 11 0 000 000 001 5 8 17 31 149
g30-g81 11 0 003 003 005 20 10 33 162 769
g30-g83 11 0 001 001 003 10 18 28 78 428
g30-g84 11 0 45 079 082 188 45 602 23603 2759255
g30-g85 11 0 000 000 001 16 11 41 71 155
g30-g87 11 0 004 004 004 13 11 30 77 382
g30-g88 11 0 002 002 004 13 19 31 81 404
g30-g89 11 0 002 003 002 11 19 26 48 229
g30-g90 11 0 003 004 003 17 19 46 105 393
g30-g91 11 0 001 001 003 21 20 48 118 436
g30-g92 11 0 003 003 004 28 40 57 127 639
g30-g94 11 0 003 003 004 32 52 79 146 657
g30-g95 11 0 001 001 004 59 35 76 122 270
g30-g96 11 0 002 002 006 63 35 76 123 276
g30-g97 11 0 003 003 005 48 47 76 123 288
g30-g98 11 0 003 003 005 55 60 78 134 489
g30-g99 11 0 004 004 007 56 36 78 129 305
g31-g100 11 0 003 003 003 26 36 77 125 315
g31-g101 11 0 003 003 006 42 43 100 194 715
g31-g102 11 0 006 006 011 49 43 105 254 999
g31-g103 11 0 009 009 017 72 44 118 442 2767
g31-g104 11 0 006 006 024 205 95 210 373 908
g31-g105 11 0 010 012 010 209 107 212 375 915
g31-g106 11 0 023 025 023 462 296 413 814 2740
g31-g107 11 0 009 009 017 409 180 401 713 1744
g31-g108 11 0 012 012 027 520 211 466 829 2148
g31-g109 11 0 016 016 020 214 363 505 912 2100
g31-g110 11 0 052 077 052 591 630 774 2437 20879
g31-g111 11 0 021 021 040 933 294 648 1176 2975
g31-g112 11 0 029 029 036 670 473 890 2358 4785
g31-g51 11 0 0 000 001 136852 0 3 15 209
g31-g52 11 0 000 000 000 1 1 5 11 174
g31-g53 11 0 000 000 001 1 1 3 15 173
g31-g54 11 0 000 000 000 1 1 7 19 196
g31-g55 11 0 001 001 001 2 2 5 19 202
g31-g56 11 0 000 000 001 1 1 8 28 202
g31-g57 11 0 000 000 001 1 2 3 12 171
g31-g61 11 0 000 000 001 1 2 5 15 173
g31-g62 11 0 000 000 002 2 3 8 26 251
g31-g63 11 0 001 001 001 4 4 11 52 680
g31-g64 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g31-g65 11 0 000 000 001 5 4 11 53 450
g31-g67 11 0 001 001 002 2 4 7 21 281
g31-g68 11 0 006 006 008 1e8 17 131 421 4726
g31-g69 11 0 001 001 001 5 5 9 25 284
g31-g70 11 0 000 000 002 4 4 8 19 169
g31-g71 11 0 000 000 000 5 5 9 25 203
